"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
2915,"aaaalbert",17,109,"328","","",""," 美国","Fall","MS","Admitted","EE@Caltech"," 光电 @ 浙大",3.98,"","328","","","Caltech","EE","浙大","光电",0,4,0,0,1,0,0,0,0,"California Institute of Technology","California Institute of Technology","Top10","Top50","WestCoast, AK, HI","Top100","EE",328,3.98,">325",">106",">3.7"
2923,"PalmChou",17,97,"318","","",""," 美国","Fall","MS","Admitted","CS@UCI"," Software Application and Technology @ M.U.S.T",3.45,"","318",""," CASIA 实习一年","UCI","CS","M.U.S.T","Software Application and Technology",0,4,0,1,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",318,3.45,"<=319","<=98","3.4~3.55"
2930,"pzyskytree",17,105,"324","","","3"," 美国","Fall","MS","Admitted","CS@JHU"," SE @ TJU",3.64,"","324 + 3","","","JHU","CS","TJU","SE",0,4,0,0,0,0,0,0,0,"Johns Hopkins University","Johns Hopkins University","Top10_50","Top50","EastCoast","Top100~500","CS",324,3.64,"322~325","102~106","3.55~3.7"
2942,"大兔子君",17,104,"323","153","170","3.5"," 美国","Fall","MS","Admitted","CS@UCLA"," 物联网工程 @ 北京科技大学",3.88,"","153+170+3.5","","","UCLA","CS","北京科技大学","物联网工程",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",323,3.88,"322~325","102~106",">3.7"
2955,"ilbsky",17,102,"325","155","170",""," 美国","Fall","MS","Admitted","Stat/Biostat@Biostat@Upenn"," 药学 @ FDU",3.7,"","325 (170+155+3.5)","","牛推2封","Upenn","Stat/Biostat","FDU","药学",0,4,1,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","Stat/Biostat",325,3.7,"322~325","98~102","3.55~3.7"
2960,"calvinyhchen",17,102,"318","151","167","3.5"," 美国","Fall","MS","Admitted","CS@UCLA"," Computer Science and Information Engineering @ National Taiwan Univ.",3.59,"","151+167+3.5","","","UCLA","CS","NationalTaiwanUniv.","Computer Science and Information Engineering",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",318,3.59,"<=319","98~102","3.55~3.7"
2965,"Antonio_Hsu",17,102,"322","152","170","3.5"," 美国","Fall","MS","Rejected","EE@ECE@UIUC"," 电子科学与技术（微电子技术方向） @ SWJTU",3.7,"","V152+Q170+AW3.5 / V157+Q170+AW3.0","","","UIUC","EE","SWJTU","电子科学与技术（微电子技术方向）",0,4,0,0,1,0,1,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",322,3.7,"319~322","98~102","3.55~3.7"
2972,"calvinyhchen",17,102,"318","151","167","3.5"," 美国","Fall","MS","Admitted","Other@MSI@UMich"," 資訊工程學系 @ 國立台灣大學",3.59,"","151+167+3.5","","","UMich","Other","國立台灣大學","資訊工程學系",0,4,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Others","Others",318,3.59,"<=319","98~102","3.55~3.7"
2976,"yhy649465254",17,106,"328","","","3"," 美国","Fall","MS","Admitted","CS@CSE of COC @Gatech"," 工程力学 @ DLUT",3.88,"","328+3","","","Gatech","CS","DLUT","工程力学",0,4,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Others","CS",328,3.88,">325","102~106",">3.7"
2985,"MaxLee1994",17,111,"325","155","170","4"," 美国","Fall","MS","Admitted","CS@CMU"," SE @ NJU",2.77,"","155 170 4","","","CMU","CS","NJU","SE",0,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100~500","CS",325,2.77,"322~325",">106","<=3.4"
2986,"火星上帝",17,100,"322","152","170","3"," 美国","Fall","MS","Rejected","Material@Vanderbilt University"," Materials Physics @ Fudan University",3.4,"","V152+Q170+W3.0",""," UPenn牛推","Vanderbilt University","Material","FudanUniversity","Materials Physics",0,4,1,0,1,0,0,0,0,"Vanderbilt University","Vanderbilt University","Others","Others","MidWest","Others","Material",322,3.4,"319~322","98~102","<=3.4"
2989,"tanbowen",17,102,"325","160","165","3.5"," 美国","Fall","MS","Admitted","CS@CS@NYU"," 材料物理 信息与计算 @ 中山大学",91.1,"","160 165 3.5",""," CMU实习 水文期刊","NYU","CS","中山大学","材料物理 信息与计算",0,100,0,1,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Top100~500","CS",325,3.644,"322~325","98~102","3.55~3.7"
2996,"邓小米",17,96,"322","","",""," 美国","Fall","MS","Rejected","EE@UIUC"," 智能电网信息工程 @ UESTC",3.82,"","322","","","UIUC","EE","UESTC","智能电网信息工程",0,4,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",322,3.82,"319~322","<=98",">3.7"
3004,"Thunder杰",17,101,"323","156","167","3"," 美国","Fall","PhD","Admitted","CS@VT"," 计算机 @ UESTC",3.98,"","156+167+3",""," 加拿大暑研，新加坡南洋理工RA，申请时一篇顶会submission","VT","CS","UESTC","计算机",0,4,0,1,1,0,0,0,0,"Virginia Polytechnic Institute and State University","Virginia Polytechnic Institute and State University","Others","Others","EastCoast","Others","CS",323,3.98,"322~325","98~102",">3.7"
3005,"termi6356",17,102,"311","143","168","3"," 美国","Fall","MS","Admitted","CS@ASU"," 电子信息技术及仪器 @ ZJU",3.18,"","143+168+3.0","","2 年相关工作经验,不过都是小公司","ASU","CS","ZJU","电子信息技术及仪器",0,4,0,1,0,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Top100","CS",311,3.18,"<=319","98~102","<=3.4"
3041,"cms111222",17,104,"329","","","3.5"," 美国","Fall","MS","Rejected","EE@uiuc"," 应用物理 @ bupt",90.2,"","329 3.5","","","uiuc","EE","bupt","应用物理",0,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",329,3.608,">325","102~106","3.55~3.7"
3044,"RRRRRoy",17,99,"326","159","167","4"," 美国","Fall","MS","Rejected","EE@UIUC"," 电气工程及其自动化 @ Southeast University",3.66,"","159 167 4.0","","","UIUC","EE","SoutheastUniversity","电气工程及其自动化",0,4,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",326,3.66,">325","98~102","3.55~3.7"
3053,"cdzzz",17,106,"324","","","3.5"," 美国","Fall","MS","Admitted","MIS@CMU"," 金融 @ 四川大学",3.7,"","324+3.5",""," 两份水实习，证券+不知名电商公司","CMU","MIS","四川大学","MFE/Fin/FinMath",0,4,0,1,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","MIS",324,3.7,"322~325","102~106","3.55~3.7"
3054,"aaaarcher",17,107,"325","","",""," 美国","Fall","MS","Admitted","CivilEng@Structural engineering@Stanford"," civil engineering @ 港本",3.7,"","325",""," 两年工作经验","Stanford","CivilEng","港本","civil engineering",0,4,0,1,0,0,0,0,0,"Stanford University","Stanford University","Top10","Top50","WestCoast, AK, HI","Others","CivilEng",325,3.7,"322~325",">106","3.55~3.7"
3055,"Yaminokanata",17,106,"325","155","170","4"," 美国","Fall","MS","Admitted","EE@TAMU","  @ HKPolyU",3.37,"","155+170+4","","","TAMU","EE","HKPolyU","",0,4,0,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Others","EE",325,3.37,"322~325","102~106","<=3.4"
3065,"elvislee",17,109,"329","","",""," 美国","Fall","MS","Admitted","CS@Columbia"," 电子信息工程 @ ZJU",3.9,"","329",""," 见前帖","Columbia","CS","ZJU","EE",0,4,0,0,1,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Top100","CS",329,3.9,">325",">106",">3.7"
3075,"Justin1904",17,116,"337","167","170","3.5"," 美国","Fall","MS","Admitted","CS@CMU"," Applied Math @ 武汉大学",3.76,"","V167 Q170 AW3.5","","","CMU","CS","武汉大学","Applied Math",0,4,0,0,1,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100~500","CS",337,3.76,">325",">106",">3.7"
3095,"jeremyxuqitao",17,100,"316","148","168","3.5"," 美国","Fall","MS","Rejected","CS@Rice"," CS @ USTB",3.5,"","316(148 168)+3.5",""," 无牛推","Rice","CS","USTB","CS",1,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Others","CS",316,3.5,"<=319","98~102","3.4~3.55"
3097,"sjz0535",17,80,"315","","",""," 美国","Fall","MS","Admitted","IEOR@SMU"," EE @ 天津大学",2.91,"","315","","","SMU","IEOR","天津大学","EE",0,4,0,0,0,0,0,0,0,"Southern Methodist University","Southern Methodist University","Others","Others","GulfCoast","Top100~500","IEOR",315,2.91,"<=319","<=98","<=3.4"
3099,"juliqiepian1231",17,108,"329","","","4.5"," 美国","Fall","MS","Admitted","EE@CMU"," EE @ NJU",3.7,"","329+4.5",""," 无牛推，水论文","CMU","EE","NJU","EE",1,4,0,0,0,1,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100~500","EE",329,3.7,">325",">106","3.55~3.7"
3109,"tanbowen",17,102,"325","","","3.5"," 美国","Fall","MS","Rejected","CS@MCDS@CMU"," 材物 信计 @ 中大",91.1,"","325+3.5",""," cmu实习","CMU","CS","中大","材物 信计",0,100,0,1,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","CS",325,3.644,"322~325","98~102","3.55~3.7"
3120,"shayiy",17,109,"323","153","170","3"," 美国","Fall","MS","Admitted","DataScience/Analytics@CMU"," IE @ thu",3.92,"","153+170+3","","","CMU","DataScience/Analytics","thu","IEOR",0,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100","Others",323,3.92,"322~325",">106",">3.7"
3126,"emilyw",17,100,"321","","",""," 美国","Fall","MS","Admitted","EE@EE&CS37@USC"," EE @ NWPU",3.5,"","321","","","USC","EE","NWPU","EE",1,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","EE",321,3.5,"319~322","98~102","3.4~3.55"
3133,"yuzhang0119",17,106,"324","154","170","3"," 美国","Fall","MS","Admitted","MIS@MIS@NEU"," EE @ CSU",84.3,"","154+170+3",""," 无牛退 华为实习两月","NEU","MIS","CSU","EE",0,100,0,1,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","MIS",324,3.372,"322~325","102~106","<=3.4"
3135,"tanbowen",17,102,"325","","","3.5"," 美国","Fall","MS","Admitted","CS@MCS@UIUC"," material physics/ info&computing @ 中山大学",91.1,"","325+3.5",""," CMU实习","UIUC","CS","中山大学","material physics/ info&computing",0,100,0,1,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Top100~500","CS",325,3.644,"322~325","98~102","3.55~3.7"
3143,"CleverG",17,100,"322","154","168","3.5"," 美国","Fall","MS","Admitted","Stat/Biostat@UIUC"," 统计学 @ 西南财经大学",85.8,"","154+168+3.5",""," 无牛推。数模国赛省三，美赛H奖。做过本创国创。一个水实习","UIUC","Stat/Biostat","西南财经大学","Stat/Biostat",0,100,0,1,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","Stat/Biostat",322,3.432,"319~322","98~102","3.4~3.55"
3154,"neilcwwu",17,101,"320","","","3.5"," 美国","Fall","MS","Admitted","ME@Cornell"," ME @ CU-Boulder",3.99,"","320+3.5",""," 诺奖推荐一封，一年材料实验室经验，五年化工相关工作经验","Cornell","ME","CU-Boulder","ME",1,4,0,1,1,0,0,0,0,"Cornell University","Cornell University","Top10_50","Top50","EastCoast","Others","ME",320,3.99,"319~322","98~102",">3.7"
3173,"汤考拉",17,96,"319","153","166",""," 美国","Fall","MS","Admitted","Stat/Biostat@Rutgers"," 计算数学 @ 吉林大学",3.78,"","153+166","","","Rutgers","Stat/Biostat","吉林大学","计算数学",0,4,0,0,0,0,0,0,0,"Rutgers University","Rutgers University","Others","Others","EastCoast","Top100~500","Stat/Biostat",319,3.78,"<=319","<=98",">3.7"
3187,"JasmineSDU",17,97,"319","151","168",""," 美国","Fall","PhD","Admitted","CS@UCR"," CS @ SDU",86.28,"","151168","","","UCR","CS","SDU","CS",1,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",319,3.4512,"<=319","<=98","3.4~3.55"
3214,"famesiqi",17,95,"315","","","3"," 美国","Fall","MS","Admitted","CS@NCSU"," SE @ SEU",3.25,"","315+3",""," 无牛腿，工作半年","NCSU","CS","SEU","SE",0,4,0,1,0,0,0,0,0,"North Carolina State University","North Carolina State University","Others","Others","EastCoast","Others","CS",315,3.25,"<=319","<=98","<=3.4"
3237,"夜航西飞",17,109,"326","156","170","3"," 美国","Fall","MS","Admitted","Other@CGT@Purdue","  @ zju",3.84,"","156+170+3.0","","","Purdue","Other","zju","",0,4,0,0,0,0,0,0,0,"Purdue University","Purdue University","Others","Others","MidWest","Top100","Others",326,3.84,">325",">106",">3.7"
3256,"greenmoon55",17,106,"325","157","168","3.5"," 美国","Fall","MS","Rejected","CS@Gatech"," SE @ Tongji",87,"","157 168 3.5",""," 工作两年","Gatech","CS","Tongji","SE",0,100,0,1,1,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100~500","CS",325,3.48,"322~325","102~106","3.4~3.55"
3260,"myzhcangel",17,103,"320","150","170","4"," 美国","Fall","MS","Rejected","CS@Columbia"," EE @ THU",84,"","150+170+4","","","Columbia","CS","THU","EE",0,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Top100","CS",320,3.36,"319~322","102~106","<=3.4"
3268,"famesiqi",17,95,"315","","",""," 美国","Fall","MS","Admitted","MIS@Upitts"," SE @ SEU",3.25,"","315","","","Upitts","MIS","SEU","SE",0,4,0,1,0,0,0,0,0,"University of Pittsburgh","University of Pittsburgh","Others","Others","EastCoast","Others","MIS",315,3.25,"<=319","<=98","<=3.4"
3269,"Akira明明",17,105,"329","","",""," 美国","Fall","MS","Admitted","CivilEng@Rice University"," 环境工程 @ 武汉大学",3.64,"","329","","","Rice University","CivilEng","武汉大学","环境工程",0,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100~500","CivilEng",329,3.64,">325","102~106","3.55~3.7"
3293,"nickmath",17,108,"321","","",""," 美国","Fall","MS","Rejected","CS@UMICH&GATECH"," CS @ WHU",88.2,"","321","","","UMICH","CS","WHU","CS",1,100,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100~500","CS",321,3.528,"319~322",">106","3.4~3.55"
3293,"nickmath",17,108,"321","","",""," 美国","Fall","MS","Rejected","CS@UMICH&GATECH"," CS @ WHU",88.2,"","321","","","GATECH","CS","WHU","CS",1,100,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100~500","CS",321,3.528,"319~322",">106","3.4~3.55"
3303,"nTnTn",17,98,"316","150","166","3"," 美国","Fall","MS","Admitted","CE@ECE@BU"," 电气工程及其自动化 @ 上大",3.52,"","150+166+3.0",""," 没论文，市电赛一等奖，学校小项目","BU","CE","上大","电气工程及其自动化",0,4,0,0,1,0,1,1,0,"Boston University","Boston University","Others","Others","EastCoast","Others","CE",316,3.52,"<=319","<=98","3.4~3.55"
3313,"zzitaI",17,102,"328","","","4"," 美国","Fall","MS","Admitted","CS@UCSD"," Tele @ BUPT",89.94,"","328 + 4","","","UCSD","CS","BUPT","Tele",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",328,3.5976,">325","98~102","3.55~3.7"
3316,"mojer",17,105,"328","","","3.5"," 美国","Fall","MS","Rejected","CS@cs(ml mcds) @cmu mits@cmu gatech@cs ucsd@cs utaustin@cs ee@stanford"," 电信工程及管理 @ bupt",91.7,"","328(3.5)",""," 康村ece暑研 推荐信","stanford","CS","bupt","电信工程及管理",0,100,0,0,1,0,0,0,0,"Stanford University","Stanford University","Top10","Top50","WestCoast, AK, HI","Others","CS",328,3.668,">325","102~106","3.55~3.7"
3335,"小西瓜",17,90,"316","","","3"," 美国","Fall","MS","Admitted","IEOR@Texas A&M University"," 工业工程 @ 南京理工大学",3.47,"","316+3","","","Texas A&M University","IEOR","南京理工大学","IEOR",0,4,0,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Others","IEOR",316,3.47,"<=319","<=98","3.4~3.55"
3335,"小西瓜",17,90,"316","","","3"," 美国","Fall","MS","Admitted","IEOR@Texas A&M University"," 工业工程 @ 南京理工大学",3.47,"","316+3","","","Texas A&M University","IEOR","南京理工大学","IEOR",0,4,0,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Others","IEOR",316,3.47,"<=319","<=98","3.4~3.55"
3344,"nickmath",17,108,"321","","",""," 美国","Fall","MS","Admitted","CS@NYU"," CS @ WHU",88.2,"","321","","","NYU","CS","WHU","CS",1,100,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Top100~500","CS",321,3.528,"319~322",">106","3.4~3.55"
3349,"nikilucifer",17,106,"320","151","169","3"," 美国","Fall","MS","Rejected","Stat/Biostat@USC"," 财政学 @ 中央财经大学",3.44,"","151+169+3.0","","","USC","Stat/Biostat","中央财经大学","财政学",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","Stat/Biostat",320,3.44,"319~322","102~106","3.4~3.55"
3366,"AaronZhao",17,105,"318","","",""," 美国","Fall","MS","Admitted","CS@CSE@ufl","  @ BUPT",3.5,"","318",""," gap一年国企工作，清华实习","ufl","CS","BUPT","",0,4,0,1,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","CS",318,3.5,"<=319","102~106","3.4~3.55"
3378,"ddh",17,101,"318","","","3.5"," 美国","Fall","MS","Admitted","CS@CS@WPI"," 信息工程 @ 华南理工大学",3.24,"","318+3.5",""," 无","WPI","CS","华南理工大学","EE",0,4,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","CS",318,3.24,"<=319","98~102","<=3.4"
3387,"125732228",17,103,"323","","",""," 美国","Fall","MS","Rejected","MIS@cmu"," se @ sysu",3.9,"","323","","","cmu","MIS","sysu","SE",0,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100~500","MIS",323,3.9,"322~325","102~106",">3.7"
